pws_id,Chemical,Years tested,Maximum Level (ppt)
CO0160450,PFBS,2020,1.7
CO0160450,PFHxS,2020,2.7
CO0160450,PFHxA,2020,1.6
CO0160450,PFOS,2020,4.2
CO0160450,PFOA,2020,3.9
CO0160450,PFHpA,2020,0.8
CO0160450,Total PFAS,2020,15
CO0160550,PFBS,2020,6.3
CO0160550,PFHxS,2020,2.9
CO0160550,PFHxA,2020,8.8
CO0160550,PFOS,2020,2
CO0160550,PFOA,2020,5.8
CO0160550,PFHpA,2020,1.9
CO0160550,Total PFAS,2020,22
CO0162438,PFBS,2020,4.7
CO0162438,PFHxS,2020,5.1
CO0162438,PFHxA,2020,5.4
CO0162438,PFOS,2020,8.3
CO0162438,PFOA,2020,4.5
CO0162438,PFNA,2020,0.9
CO0162438,PFHpA,2020,2.7
CO0162438,Total PFAS,2020,32
CO0162486,PFBS,2020-2023,12
CO0162486,PFHxS,2020-2023,3
CO0162486,PFHxA,2020-2023,46
CO0162486,PFOS,2020,17
CO0162486,PFOA,2020,22
CO0162486,PFPeA,2023,6.8
CO0162486,PFNA,2020,2.1
CO0162486,PFDA,2020,0.3
CO0162486,PFHpA,2020,18
CO0162486,Total PFAS,2020-2023,117
CO0201417,PFBS,2020,7.8
CO0201417,PFHxS,2020,10
CO0201417,PFHxA,2020,12
CO0201417,PFOS,2020,18
CO0201417,PFOA,2020,9.3
CO0201417,PFNA,2020,2
CO0201417,PFHpA,2020,4.7
CO0201417,Total PFAS,2020,64
CO0203002,PFBS,2020-2023,8.6
CO0203002,PFBA,2023,5.5
CO0203002,PFHxS,2020,7.2
CO0203002,PFHxA,2020-2023,7.7
CO0203002,PFOS,2020,6.2
CO0203002,PFOA,2020-2023,7.1
CO0203002,PFPeA,2023,7.9
CO0203002,PFHpA,2020,2.7
CO0203002,Total PFAS,2020-2023,39
CO0207192,PFBS,2020,1.1
CO0207192,PFHxS,2020,0.8
CO0207192,PFHxA,2020,0.8
CO0207192,PFOS,2020,6.4
CO0207192,PFOA,2020,3.7
CO0207192,PFNA,2020,0.9
CO0207192,PFHpA,2020,0.9
CO0207192,Total PFAS,2020,15
CO0212800,PFHxS,2020,12
CO0212800,PFOS,2020,4.3
CO0212800,Total PFAS,2020,16
CO0230192,PFBS,2020,3.5
CO0230192,PFHxS,2020,2.8
CO0230192,PFHxA,2020,8.9
CO0230192,PFOS,2020,5.8
CO0230192,PFOA,2020,12
CO0230192,PFNA,2020,14
CO0230192,PFHpA,2020,3.9
CO0230192,Total PFAS,2020,35
CO0230300,PFBS,2020,1.8
CO0230300,PFHxS,2020,3.8
CO0230300,PFHxA,2020,5.7
CO0230300,PFOS,2020,9
CO0230300,PFOA,2020,7.9
CO0230300,PFNA,2020,0.5
CO0230300,PFHpA,2020,2.2
CO0230300,Total PFAS,2020,31
CO0247004,PFBS,2020,1.6
CO0247004,PFHxS,2020,0.8
CO0247004,PFHxA,2020,14
CO0247004,PFOS,2020,1.3
CO0247004,PFOA,2020,11
CO0247004,PFNA,2020,1.4
CO0247004,PFHpA,2020,6.2
CO0247004,Total PFAS,2020,36
CO0247011,PFBS,2020,2.3
CO0247011,PFHxS,2020,0.5
CO0247011,PFHxA,2020,21
CO0247011,PFOS,2020,4.2
CO0247011,PFOA,2020,6.9
CO0247011,PFNA,2020,8.8
CO0247011,PFDA,2020,0.9
CO0247011,PFHpA,2020,4.8
CO0247011,Total PFAS,2020,47
CO0247326,PFBS,2020,3.7
CO0247326,PFHxS,2020,18
CO0247326,PFHxA,2020,2.8
CO0247326,PFOS,2020,4.5
CO0247326,PFOA,2020,8.3
CO0247326,PFHpA,2020,1
CO0247326,Total PFAS,2020,38
CO0260200,PFBS,2020,7.4
CO0260200,PFHxS,2020,3.4
CO0260200,PFHxA,2020,4.7
CO0260200,PFOS,2020,11
CO0260200,PFOA,2020,11
CO0260200,PFHpA,2020,2.5
CO0260200,Total PFAS,2020,40
CO0263003,PFHxS,2020,0.6
CO0263003,PFOS,2020,4.2
CO0263003,Total PFAS,2020,4.8
CT0150011,PFBS,2023,4.1
CT0150011,PFBA,2023,7.6
CT0150011,PFHxA,2023,7.4
CT0150011,PFOS,2023,6.6
CT0150011,PFOA,2023,11
CT0150011,PFPeA,2023,6.7
CT0150011,PFHpA,2023,3.9
CT0150011,Total PFAS,2023,41
CT0170011,PFOA,2023,4.1
CT0170011,PFPeA,2023,3.1
CT0170011,Total PFAS,2023,4.1
CT0230011,PFOS,2023,5.6
CT0230011,PFOA,2023,4.9
CT0230011,Total PFAS,2023,11
CT0280011,PFHxS,2023,3.6
CT0280011,PFOS,2023,9
CT0280011,Total PFAS,2023,9
CT0330011,PFHxS,2023,8.7
CT0330011,PFOS,2023,4.6
CT0330011,Total PFAS,2023,13
CT0350011,PFBA,2023,5.5
CT0350011,PFHxA,2023,3.7
CT0350011,PFOA,2023,5.8
CT0350011,PFPeA,2023,3.3
CT0350011,Total PFAS,2023,13
CT0490021,PFBS,2023,4.8
CT0490021,PFHxS,2023,8.1
CT0490021,PFHxA,2023,3.9
CT0490021,PFOS,2023,5.4
CT0490021,PFOA,2023,8.6
CT0490021,PFPeA,2023,3.2
CT0490021,Total PFAS,2023,33
CT0520011,PFBA,2023,7
CT0520011,PFHxS,2023,3
CT0520011,PFHxA,2023,4
CT0520011,PFOS,2023,6
CT0520011,PFOA,2023,6
CT0520011,PFPeA,2023,4
CT0520011,Total PFAS,2023,30
CT0770021,PFBS,2023,13
CT0770021,PFHxS,2023,3.3
CT0770021,PFHxA,2023,4.3
CT0770021,PFOS,2023,16
CT0770021,PFOA,2023,12
CT0770021,PFPeA,2023,4.6
CT0770021,PFHpA,2023,3.1
CT0770021,Total PFAS,2023,56
CT0780021,PFBA,2023,5
CT0780021,PFOS,2023,5
CT0780021,Total PFAS,2023,5
CT0800011,PFBS,2023,3.7
CT0800011,PFHxS,2023,4
CT0800011,PFHxA,2023,5.8
CT0800011,PFOS,2023,9.5
CT0800011,PFOA,2023,6.1
CT0800011,PFPeA,2023,4.8
CT0800011,Total PFAS,2023,34
CT0930011,PFBS,2023,3.4
CT0930011,PFOS,2023,8.1
CT0930011,PFOA,2023,6.3
CT0930011,Total PFAS,2023,18
CT0970011,PFBS,2023,7.3
CT0970011,PFBA,2023,5.7
CT0970011,PFHxS,2023,4.6
CT0970011,PFHxA,2023,7.6
CT0970011,PFOS,2023,11
CT0970011,PFOA,2023,9.5
CT0970011,PFPeA,2023,8.4
CT0970011,PFHpA,2023,3.1
CT0970011,Total PFAS,2023,44
CT1030011,PFOA,2023,4.3
CT1030011,Total PFAS,2023,4.3
CT1040011,PFBS,2023,4.9
CT1040011,PFHxS,2023,11
CT1040011,PFOS,2023,14
CT1040011,PFOA,2023,5.5
CT1040011,Total PFAS,2023,36
CT1100011,PFBA,2023,6.4
CT1100011,PFOS,2023,6.8
CT1100011,PFOA,2023,5.2
CT1100011,Total PFAS,2023,18
CT1310011,PFBS,2023,4
CT1310011,PFBA,2023,5
CT1310011,PFHxA,2023,4
CT1310011,PFOS,2023,6
CT1310011,PFOA,2023,8
CT1310011,PFPeA,2023,4
CT1310011,PFHpA,2023,3
CT1310011,Total PFAS,2023,26
CT1666011,PFBS,2023,3.5
CT1666011,PFOS,2023,4.9
CT1666011,PFOA,2023,4.9
CT1666011,PFPeA,2023,3.1
CT1666011,Total PFAS,2023,16
DE0000552,PFHxS,2013-2014,680
DE0000552,PFOS,2013-2014,"1,800"
DE0000552,PFOA,2013-2014,140
DE0000552,PFHpA,2013-2014,80
DE0000552,Total PFAS,2013-2014,"2,700"
DE0000564,PFBS,2023,3.7
DE0000564,PFBA,2023,27
DE0000564,PFHxA,2023,24
DE0000564,PFOA,2014-2023,50
DE0000564,PFPeA,2023,23
DE0000564,PFHpA,2014-2023,49
DE0000564,PFNA,2014-2023,54
DE0000564,Total PFAS,2014-2023,153
DE0000569,PFBS,2023,13
DE0000569,PFHxA,2023,4.5
DE0000569,PFOS,2023,8.5
DE0000569,PFOA,2023,7.6
DE0000569,PFPeA,2023,4.6
DE0000569,Total PFAS,2023,37
DE0000630,PFHxA,2023,3.1
DE0000630,PFOA,2023,4.1
DE0000630,Total PFAS,2023,7.2
DE0000663,PFBS,2023,3.3
DE0000663,PFBA,2023,11
DE0000663,PFHxA,2023,7.7
DE0000663,PFOA,2023,6.8
DE0000663,PFPeA,2023,8.6
DE0000663,PFHpA,2023,4
DE0000663,Total PFAS,2023,41
DE00A0323,PFOS,2023,4.3
DE00A0323,Total PFAS,2023,4.3
FL1170302,PFOS,2023,9.6
FL1170302,PFOA,2023,39
FL1170302,PFPeA,2023,3.4
FL1170302,Total PFAS,2023,39
FL1170525,PFBS,2023,16
FL1170525,PFBA,2023,41
FL1170525,PFHxS,2014-2023,180
FL1170525,PFHxA,2023,111
FL1170525,PFOS,2014-2023,380
FL1170525,PFOA,2014-2023,65
FL1170525,PFPeA,2023,139
FL1170525,PFHpA,2014-2023,69
FL1170525,PFNA,2023,16
FL1170525,PFPeS,2023,11
FL1170525,4:2 FTSA,2023,7.6
FL1170525,6:2 FTSA,2023,220
FL1170525,Total PFAS,2014-2023,700
FL1170718,PFOS,2023,8.4
FL1170718,Total PFAS,2023,8.4
FL1570042,PFBS,2023,3.6
FL1570042,PFOS,2023,5.7
FL1570042,Total PFAS,2023,9.3
FL1570671,PFHxS,2023,8.3
FL1570671,PFOS,2023,8.3
FL1570671,Total PFAS,2023,14
FL1660196,PFOS,2014,40
FL1660196,Total PFAS,2014,40
FL2010207,PFBS,2023,4.4
FL2010207,PFOA,2023,4.8
FL2010207,Total PFAS,2023,8.9
FL2620208,PFBS,2023,3
FL2620208,PFOS,2023,7
FL2620208,Total PFAS,2023,10
FL3050834,PFBS,2023,5.4
FL3050834,PFBA,2023,5.8
FL3050834,PFHxS,2023,4.2
FL3050834,PFHxA,2023,4.6
FL3050834,PFOS,2023,15
FL3050834,PFOA,2023,8.2
FL3050834,PFPeA,2023,6.8
FL3050834,PFHpA,2023,3.7
FL3050834,Total PFAS,2023,50
FL3350346,PFBS,2023,12
FL3350346,PFHxS,2023,4.1
FL3350346,PFOS,2023,9.8
FL3350346,PFOA,2023,4.9
FL3350346,Total PFAS,2023,23
FL3350942,PFBS,2023,11
FL3350942,PFHxS,2023,4.8
FL3350942,PFHxA,2023,6.9
FL3350942,PFOS,2023,8.3
FL3350942,PFOA,2023,7.3
FL3350942,PFPeA,2023,11
FL3350942,Total PFAS,2023,49
FL3351566,PFHxS,2023,3.2
FL3351566,PFOS,2023,9.5
FL3351566,PFOA,2023,4.4
FL3351566,Total PFAS,2023,17
FL3354781,PFHxS,2023,3.7
FL3354781,PFOS,2023,5.3
FL3354781,Total PFAS,2023,9
FL3354916,PFBS,2023,3
FL3354916,PFOS,2023,5.1
FL3354916,Total PFAS,2023,8.1
FL3420074,PFOS,2023,5.6
FL3420074,Total PFAS,2023,5.6
FL3420922,PFHxS,2014-2015,53
FL3420922,PFOS,2014-2015,51
FL3420922,Total PFAS,2014-2015,104
FL3590205,PFBS,2023,3.6
FL3590205,PFHxS,2023,3.1
FL3590205,PFHxA,2023,3
FL3590205,PFOS,2023,4.7
FL3590205,PFPeA,2023,4.9
FL3590205,Total PFAS,2023,11
FL3640286,PFBS,2023,4.5
FL3640286,PFHxS,2023,8.6
FL3640286,PFHxA,2023,6.5
FL3640286,PFOS,2023,8.6
FL3640286,PFPeA,2023,9.6
FL3640286,6:2 FTSA,2023,13
FL3640286,Total PFAS,2023,38
FL4060486,PFBS,2023,6
FL4060486,PFBA,2023,7.9
FL4060486,PFHxS,2023,3.2
FL4060486,PFHxA,2023,7.4
FL4060486,PFOS,2023,16
FL4060486,PFOA,2023,4.9
FL4060486,PFPeA,2023,9.8
FL4060486,PFHpA,2023,4.3
FL4060486,6:2 FTSA,2023,13
FL4060486,Total PFAS,2023,73
FL4060573,PFBS,2023,4.1
FL4060573,PFHxA,2023,3.7
FL4060573,PFOS,2023,12
FL4060573,PFPeA,2023,4.2
FL4060573,Total PFAS,2023,24
FL4060642,PFBS,2023,5.3
FL4060642,PFBA,2023,5
FL4060642,PFHxS,2023,3
FL4060642,PFHxA,2023,3.9
FL4060642,PFOS,2023,17
FL4060642,PFOA,2023,4.4
FL4060642,PFPeA,2023,5.5
FL4060642,Total PFAS,2023,44
FL4060787,PFBS,2023,8.1
FL4060787,PFBA,2023,6.1
FL4060787,PFHxS,2023,8.3
FL4060787,PFHxA,2023,8.5
FL4060787,PFOS,2014-2023,49
FL4060787,PFOA,2023,12
FL4060787,PFPeA,2023,12
FL4060787,PFHpA,2023,5
FL4060787,Total PFAS,2014-2023,97
FL4060925,PFOS,2014,47
FL4060925,PFOA,2014,21
FL4060925,Total PFAS,2014,68
FL4060976,PFBS,2023,4.3
FL4060976,PFBA,2023,7.4
FL4060976,PFHxS,2023,6.3
FL4060976,PFHxA,2023,6.4
FL4060976,PFOS,2023,29
FL4060976,PFOA,2023,7.5
FL4060976,PFPeA,2023,7.8
FL4060976,PFHpA,2023,3.3
FL4060976,Total PFAS,2023,72
FL4061083,PFBS,2023,9.8
FL4061083,PFBA,2023,12
FL4061083,PFHxS,2023,9.1
FL4061083,PFHxA,2023,18
FL4061083,PFOS,2023,35
FL4061083,PFOA,2023,14
FL4061083,PFPeA,2023,24
FL4061083,PFHpA,2023,10
FL4061083,6:2 FTSA,2023,39
FL4061083,Total PFAS,2023,172
FL4061129,PFBS,2023,4.5
FL4061129,PFBA,2023,19
FL4061129,PFHxS,2023,5.3
FL4061129,PFHxA,2023,25
FL4061129,PFOS,2023,20
FL4061129,PFOA,2023,6.6
FL4061129,PFPeA,2023,24
FL4061129,PFHpA,2023,9.6
FL4061129,6:2 FTSA,2023,62
FL4061129,Total PFAS,2023,176
FL4061410,PFBS,2023,3.3
FL4061410,PFBA,2023,6.1
FL4061410,PFHxA,2023,4.4
FL4061410,PFOS,2023,11
FL4061410,PFOA,2023,4.9
FL4061410,PFPeA,2023,5.7
FL4061410,Total PFAS,2023,35
FL4064326,PFBS,2023,4.6
FL4064326,PFBA,2023,8
FL4064326,PFHxA,2023,11
FL4064326,PFOA,2023,9.3
FL4064326,PFPeA,2023,21
FL4064326,PFHpA,2023,6.8
FL4064326,Total PFAS,2023,61
FL4130077,PFBS,2023,4
FL4130077,PFBA,2023,13
FL4130077,PFHxS,2023,3
FL4130077,PFHxA,2023,7.8
FL4130077,PFOS,2023,16
FL4130077,PFOA,2023,5
FL4130077,PFPeA,2023,9.1
FL4130077,PFHpA,2023,3.9
FL4130077,6:2 FTSA,2023,8.5
FL4130077,Total PFAS,2023,70
FL4130089,PFBS,2023,3.4
FL4130089,PFBA,2023,11
FL4130089,PFHxA,2023,7.8
FL4130089,PFOS,2023,15
FL4130089,PFOA,2023,4.4
FL4130089,PFPeA,2023,9
FL4130089,PFHpA,2023,3.8
FL4130089,6:2 FTSA,2023,9.6
FL4130089,Total PFAS,2023,64
FL4130604,PFBS,2023,4.4
FL4130604,PFBA,2023,19
FL4130604,PFHxS,2023,5.6
FL4130604,PFHxA,2023,30
FL4130604,PFOS,2023,24
FL4130604,PFOA,2023,7.8
FL4130604,PFPeA,2023,31
FL4130604,PFHpA,2023,14
FL4130604,6:2 FTSA,2023,63
FL4130604,Total PFAS,2023,197
FL4130871,PFOS,2015,43
FL4130871,PFHpA,2015,22
FL4130871,Total PFAS,2015,65
FL4130901,PFOS,2014,58
FL4130901,PFHpA,2014,24
FL4130901,Total PFAS,2014,82
FL4130970,PFBS,2023,3.4
FL4130970,PFBA,2023,12
FL4130970,PFHxS,2023,4.3
FL4130970,PFHxA,2023,20
FL4130970,PFOS,2023,18
FL4130970,PFOA,2023,5.6
FL4130970,PFPeA,2023,19
FL4130970,PFHpA,2023,7.3
FL4130970,6:2 FTSA,2023,57
FL4130970,Total PFAS,2023,145
FL4130977,PFBS,2023,21
FL4130977,PFBA,2023,13
FL4130977,PFHxS,2023,7.2
FL4130977,PFHxA,2023,19
FL4130977,PFOS,2013-2023,51
FL4130977,PFOA,2019-2023,18
FL4130977,PFPeA,2023,20
FL4130977,PFHpA,2023,7
FL4130977,6:2 FTSA,2023,12
FL4130977,Total PFAS,2013-2023,155
FL4131001,PFBS,2023,3.8
FL4131001,PFBA,2023,8.6
FL4131001,PFHxA,2023,4.5
FL4131001,PFOS,2023,11
FL4131001,PFPeA,2023,6.1
FL4131001,PFHpA,2023,3.1
FL4131001,Total PFAS,2023,37
FL4134357,PFBS,2023,23
FL4134357,PFBA,2023,10
FL4134357,PFHxS,2023,3.4
FL4134357,PFHxA,2023,3.3
FL4134357,PFOS,2014-2023,50
FL4134357,PFOA,2023,9.9
FL4134357,PFPeA,2023,4
FL4134357,PFHpA,2023,3.3
FL4134357,Total PFAS,2014-2023,107
FL4134513,PFOS,2013,47
FL4134513,Total PFAS,2013,47
FL4430259,PFHxS,2014-2015,79
FL4430259,PFOS,2014-2015,180
FL4430259,PFNA,2014,27
FL4430259,Total PFAS,2014-2015,286
FL4500145,PFBS,2023,8.1
FL4500145,PFBA,2023,6.1
FL4500145,PFHxS,2023,7
FL4500145,PFHxA,2023,5.6
FL4500145,PFOS,2023,26
FL4500145,PFOA,2023,8.7
FL4500145,PFPeA,2023,7.7
FL4500145,Total PFAS,2023,69
FL4500351,PFBS,2023,12
FL4500351,PFBA,2023,9.6
FL4500351,PFHxS,2023,7.7
FL4500351,PFHxA,2023,11
FL4500351,PFOS,2023,29
FL4500351,PFOA,2023,14
FL4500351,PFPeA,2023,13
FL4500351,PFHpA,2023,7.2
FL4500351,Total PFAS,2023,103
FL4500773,PFBS,2023,3.6
FL4500773,PFHxS,2023,6.1
FL4500773,PFHxA,2023,4.5
FL4500773,PFOS,2023,12
FL4500773,PFOA,2023,4.1
FL4500773,PFPeA,2023,5.4
FL4500773,Total PFAS,2023,36
FL4500784,PFBS,2023,11
FL4500784,PFBA,2023,11
FL4500784,PFHxS,2023,8.8
FL4500784,PFHxA,2023,11
FL4500784,PFOS,2023,36
FL4500784,PFOA,2023,12
FL4500784,PFPeA,2023,13
FL4500784,PFHpA,2023,6.4
FL4500784,PFNA,2023,6.2
FL4500784,Total PFAS,2023,114
FL4504903,PFHxA,2023,3.1
FL4504903,PFOS,2023,6.9
FL4504903,PFPeA,2023,3.9
FL4504903,Total PFAS,2023,14
FL4560490,PFBS,2023,4
FL4560490,PFHxS,2023,5.1
FL4560490,PFHxA,2023,3.7
FL4560490,PFOS,2023,12
FL4560490,PFOA,2023,4.5
FL4560490,PFPeA,2023,4.2
FL4560490,Total PFAS,2023,33
FL4560971,PFBS,2023,5.3
FL4560971,PFHxS,2023,5.3
FL4560971,PFHxA,2023,4.8
FL4560971,PFOS,2023,13
FL4560971,PFOA,2023,5.9
FL4560971,PFPeA,2023,5.3
FL4560971,Total PFAS,2023,40
FL5110142,PFHxS,2023,4.4
FL5110142,PFOS,2023,12
FL5110142,PFOA,2023,4.2
FL5110142,Total PFAS,2023,21
FL5110198,PFOS,2023,5.9
FL5110198,PFPeA,2023,3.1
FL5110198,Total PFAS,2023,9
FL5360172,PFBS,2023,5.5
FL5360172,PFHxS,2023,4.3
FL5360172,PFOS,2023,12
FL5360172,PFPeA,2023,3
FL5360172,Total PFAS,2023,23
FL5364048,PFBS,2023,5.1
FL5364048,PFBA,2023,13
FL5364048,PFHxA,2023,5.4
FL5364048,PFOS,2023,5.9
FL5364048,PFOA,2023,4.2
FL5364048,PFPeA,2023,8
FL5364048,PFHpA,2023,3.1
FL5364048,Total PFAS,2023,34
FL6280049,PFHxS,2023,3
FL6280049,PFHxA,2023,3
FL6280049,PFOS,2023,4.2
FL6280049,PFOA,2023,5.5
FL6280049,Total PFAS,2023,13
FL6290327,PFBS,2023,6.4
FL6290327,PFBA,2023,6.4
FL6290327,PFHxS,2023,4.1
FL6290327,PFHxA,2023,5.9
FL6290327,PFOS,2023,6.9
FL6290327,PFOA,2023,4.6
FL6290327,PFPeA,2023,8.4
FL6290327,PFHpA,2023,3.9
FL6290327,Total PFAS,2023,39
FL6290333,PFBS,2023,6.4
FL6290333,PFBA,2023,7.5
FL6290333,PFHxS,2023,4.2
FL6290333,PFHxA,2023,6.3
FL6290333,PFOS,2023,7.1
FL6290333,PFOA,2023,4.5
FL6290333,PFPeA,2023,8.8
FL6290333,PFHpA,2023,4
FL6290333,Total PFAS,2023,40
FL6290787,PFBS,2023,5
FL6290787,PFBA,2023,7.2
FL6290787,PFHxA,2023,11
FL6290787,PFOS,2023,5.4
FL6290787,PFPeA,2023,14
FL6290787,PFHpA,2023,4.8
FL6290787,Total PFAS,2023,47
FL6291372,PFBS,2023,6.6
FL6291372,PFBA,2023,6.3
FL6291372,PFHxS,2023,4
FL6291372,PFHxA,2023,6
FL6291372,PFOS,2023,7.1
FL6291372,PFOA,2023,4.3
FL6291372,PFPeA,2023,8.4
FL6291372,PFHpA,2023,3.8
FL6291372,Total PFAS,2023,39
FL6296141,PFBS,2023,4.5
FL6296141,PFOS,2023,4.4
FL6296141,PFPeA,2023,3.1
FL6296141,Total PFAS,2023,12
FL6296193,PFBS,2023,5.9
FL6296193,PFBA,2023,6.5
FL6296193,PFHxS,2023,3.7
FL6296193,PFHxA,2023,5.4
FL6296193,PFOS,2023,5.7
FL6296193,PFPeA,2023,6
FL6296193,Total PFAS,2023,32
FL6421144,PFBS,2023,8.4
FL6421144,PFHxA,2023,5.5
FL6421144,PFOS,2023,7.6
FL6421144,PFOA,2023,6.1
FL6421144,PFPeA,2023,6.3
FL6421144,Total PFAS,2023,30
FL6510050,PFBS,2023,10
FL6510050,PFBA,2023,6.1
FL6510050,PFHxS,2023,3.7
FL6510050,PFOS,2023,32
FL6510050,Total PFAS,2023,52
FL6510424,PFBS,2023,5.4
FL6510424,PFOS,2023,7.6
FL6510424,Total PFAS,2023,13
FL6511311,PFBS,2023,23
FL6511311,PFBA,2023,21
FL6511311,PFHxS,2023,13
FL6511311,PFHxA,2023,12
FL6511311,PFOS,2023,81
FL6511311,PFOA,2023,27
FL6511311,PFPeA,2023,17
FL6511311,PFHpA,2023,7.6
FL6511311,PFNA,2023,6.2
FL6511311,Total PFAS,2023,185
FL6511361,PFBS,2023,7.9
FL6511361,PFBA,2023,5.7
FL6511361,PFHxA,2023,8.1
FL6511361,PFOS,2023,7.4
FL6511361,PFPeA,2023,10
FL6511361,PFHpA,2023,3.8
FL6511361,Total PFAS,2023,36
FL6512020,PFBS,2023,11
FL6512020,PFHxS,2014-2023,160
FL6512020,PFHxA,2023,8.8
FL6512020,PFOS,2014-2023,160
FL6512020,PFOA,2023,7.4
FL6512020,PFPeA,2023,19
FL6512020,PFHpA,2014-2023,17
FL6512020,Total PFAS,2014-2023,337
FL6512214,PFOS,2023,4.5
FL6512214,Total PFAS,2023,4.5
FL6521784,PFBS,2023,15
FL6521784,PFBA,2023,11
FL6521784,PFHxS,2023,9.1
FL6521784,PFHxA,2023,7
FL6521784,PFOS,2023,37
FL6521784,PFOA,2023,11
FL6521784,PFPeA,2023,10
FL6521784,PFHpA,2023,4.4
FL6521784,Total PFAS,2023,101
FL6530431,PFBS,2023,4.8
FL6530431,PFOS,2023,5.9
FL6530431,Total PFAS,2023,11
FL6531992,PFBS,2023,4.2
FL6531992,PFHxS,2023,4.2
FL6531992,PFOS,2023,5.2
FL6531992,Total PFAS,2023,14
FL6600990,PFBS,2023,12
FL6600990,PFBA,2023,7.5
FL6600990,PFHxS,2023,13
FL6600990,PFHxA,2023,8.2
FL6600990,PFOS,2023,37
FL6600990,PFOA,2023,6.7
FL6600990,PFPeA,2023,11
FL6600990,PFHpA,2023,4.7
FL6600990,Total PFAS,2023,95
FL6604862,PFBS,2023,8.9
FL6604862,PFHxA,2023,3.9
FL6604862,PFOS,2023,4.6
FL6604862,PFOA,2023,4.5
FL6604862,PFPeA,2023,5.2
FL6604862,Total PFAS,2023,27
FL6605012,PFBS,2023,9.7
FL6605012,PFOS,2023,5.2
FL6605012,PFPeA,2023,4
FL6605012,Total PFAS,2023,18
GA0230000,PFBS,2023,3.2
GA0230000,PFHxS,2023,3.6
GA0230000,PFOS,2023,9.8
GA0230000,Total PFAS,2023,13
GA0510002,PFBS,2023,4.6
GA0510002,PFOS,2023,6.7
GA0510002,PFOA,2023,4.7
GA0510002,PFPeA,2023,3
GA0510002,Total PFAS,2023,18
GA0550003,PFOA,2015,30
GA0550003,PFHpA,2015,10
GA0550003,Total PFAS,2015,40
GA0570003,PFBS,2023,5.6
GA0570003,PFHxS,2023,4
GA0570003,PFHxA,2023,4.7
GA0570003,PFOS,2023,5.3
GA0570003,PFOA,2023,6.8
GA0570003,PFPeA,2023,5.1
GA0570003,Total PFAS,2023,31
GA0630000,PFBS,2023,6.5
GA0630000,PFBA,2023,6.8
GA0630000,PFHxS,2023,6.6
GA0630000,PFHxA,2023,16
GA0630000,PFOS,2023,8.5
GA0630000,PFOA,2023,8.4
GA0630000,PFPeA,2023,18
GA0630000,PFHpA,2014-2023,10
GA0630000,6:2 FTSA,2023,5.3
GA0630000,Total PFAS,2014-2023,71
GA1150002,PFBS,2015,330
GA1150002,PFOS,2015,120
GA1150002,PFOA,2015,70
GA1150002,PFHpA,2015,40
GA1150002,Total PFAS,2015,560
GA1290000,PFBS,2015-2023,370
GA1290000,PFBA,2023,12
GA1290000,PFHxS,2023,7
GA1290000,PFHxA,2023,15
GA1290000,PFOS,2023,29
GA1290000,PFOA,2015-2023,40
GA1290000,PFPeA,2023,21
GA1290000,PFHpA,2023,6.6
GA1290000,Total PFAS,2015-2023,400
GA1450011,PFBS,2023,4.9
GA1450011,PFBA,2023,8.2
GA1450011,PFHxA,2023,6.1
GA1450011,PFOS,2023,7.1
GA1450011,PFOA,2023,5.4
GA1450011,PFPeA,2023,7
GA1450011,Total PFAS,2023,34
GA1690000,PFOS,2023,4.5
GA1690000,PFOA,2023,4.4
GA1690000,Total PFAS,2023,8.9
GA1710000,PFBS,2023,4.8
GA1710000,PFHxA,2023,5.4
GA1710000,PFOS,2023,4.5
GA1710000,PFPeA,2023,8
GA1710000,Total PFAS,2023,18
GA1850002,PFBS,2023,5.8
GA1850002,PFHxA,2023,3.7
GA1850002,PFOS,2023,7
GA1850002,PFOA,2023,6.1
GA1850002,PFPeA,2023,3.3
GA1850002,Total PFAS,2023,26
GA2070074,PFBS,2023,5.2
GA2070074,PFHxA,2023,4.4
GA2070074,PFOS,2023,5.1
GA2070074,PFOA,2023,4.4
GA2070074,PFPeA,2023,4.3
GA2070074,Total PFAS,2023,23
GA2130000,PFOS,2015,63
GA2130000,PFOA,2015,24
GA2130000,Total PFAS,2015,87
GA2450000,PFBS,2023,5.9
GA2450000,PFHxS,2023,51
GA2450000,PFHxA,2023,9
GA2450000,PFOS,2023,51
GA2450000,PFOA,2023,30
GA2450000,PFPeA,2023,3
GA2450000,PFPeS,2023,5.4
GA2450000,Total PFAS,2023,152
GA2910000,PFBS,2023,3.2
GA2910000,PFOS,2023,4.5
GA2910000,Total PFAS,2023,4.5
GU0000006,PFBS,2023,35
GU0000006,PFBA,2023,18
GU0000006,PFHxS,2015-2023,140
GU0000006,PFHxA,2023,37
GU0000006,PFOS,2015-2023,410
GU0000006,PFOA,2023,18
GU0000006,PFPeA,2023,48
GU0000006,PFHpA,2023,19
GU0000006,PFPeS,2023,9.9
GU0000006,6:2 FTSA,2023,148
GU0000006,8:2 FTSA,2023,7.5
GU0000006,Total PFAS,2015-2023,550
IA2985002,PFBS,2023,3.6
IA2985002,PFBA,2023,33
IA2985002,PFHxA,2023,3.6
IA2985002,PFOA,2023,5.3
IA2985002,PFPeA,2023,12
IA2985002,Total PFAS,2023,58
IA3126052,PFBA,2023,13
IA3126052,PFOA,2023,5.1
IA3126052,Total PFAS,2023,18
