tmp,ewg_id,PFA,Location detected,Maximum Level (ppt)Years tested,Years tested,Maximum Level (ppt)*
,283,PFNA,GroundwaterOn-base,3782018,NA,NA
,283,PFDA,GroundwaterOn-base,2372018,NA,NA
,283,PFUnA,GroundwaterOn-base,282018,NA,NA
,284,PFBS,GroundwaterOn-base,912018,NA,NA
,284,PFHpA,GroundwaterOn-base,392018,NA,NA
,284,PFHxS,GroundwaterOn-base,5702018,NA,NA
,284,PFNA,GroundwaterOn-base,2.42018,NA,NA
,284,PFOA,GroundwaterOn-base,882018,NA,NA
,284,PFOS,GroundwaterOn-base,4402018,NA,NA
,284,PFOS+PFOA,GroundwaterOn-base,5262018,NA,NA
,285,PFOS+PFOA,GroundwaterOn-base,"337,0002018",NA,NA
,285,PFOS,GroundwaterOn-base,"320,0002018",NA,NA
,285,PFHxS,GroundwaterOn-base,"54,0002018",NA,NA
,285,PFOA,GroundwaterOn-base,"17,0002018",NA,NA
,285,PFHpA,GroundwaterOn-base,"13,0002018",NA,NA
,285,PFNA,GroundwaterOn-base,"6,5002018",NA,NA
,285,PFBS,GroundwaterOn-base,"2,1002018",NA,NA
,286,PFBS,GroundwaterOn-base,"15,9002018",NA,NA
,286,PFHpA,GroundwaterOn-base,"2,6502018",NA,NA
,286,PFHxS,GroundwaterOn-base,"165,0002018",NA,NA
,286,PFNA,GroundwaterOn-base,7622018,NA,NA
,286,PFOA,GroundwaterOn-base,"21,1002018",NA,NA
,286,PFOS,GroundwaterOn-base,"234,0002018",NA,NA
,286,PFOS+PFOA,GroundwaterOn-base,"255,1002018",NA,NA
,287,PFBS,GroundwaterOn-base,"1,2002019",NA,NA
,287,PFOA,GroundwaterOn-base,"4,5002019",NA,NA
,287,PFOS,GroundwaterOn-base,"30,0002019",NA,NA
,287,PFOS+PFOA,GroundwaterOn-base,"34,5002019",NA,NA
,288,6:2 FTS,GroundwaterOn-base,"5,8402018",NA,NA
,288,8:2 FTS,GroundwaterOn-base,"3,3002018",NA,NA
,288,NEtFOSAA,GroundwaterOn-base,"3,3002018",NA,NA
,288,NMeFOSAA,GroundwaterOn-base,"3,3002018",NA,NA
,288,PFBS,GroundwaterOn-base,"6,9202018",NA,NA
,288,PFDA,GroundwaterOn-base,"1,2002018",NA,NA
,288,PFDoA,GroundwaterOn-base,"1,2002018",NA,NA
,288,PFHpA,GroundwaterOn-base,"3,1302018",NA,NA
,288,PFHxA,GroundwaterOn-base,"64,9002018",NA,NA
,288,PFHxS,GroundwaterOn-base,"16,9002018",NA,NA
,288,PFNA,GroundwaterOn-base,6702018,NA,NA
,288,PFOA,GroundwaterOn-base,"18,8002018",NA,NA
,288,PFOS,GroundwaterOn-base,"80,4002018",NA,NA
,288,PFOS+PFOA,GroundwaterOn-base,"80,8192018",NA,NA
,288,PFUnA,GroundwaterOn-base,"1,2002018",NA,NA
,289,PFBS,GroundwaterOn-base,4902018,NA,NA
,289,PFHpA,GroundwaterOn-base,"5,9002018",NA,NA
,289,PFHxS,GroundwaterOn-base,"43,0002018",NA,NA
,289,PFNA,GroundwaterOn-base,"4,4002018",NA,NA
,289,PFOA,GroundwaterOn-base,"23,0002018",NA,NA
,289,PFOS,GroundwaterOn-base,"53,0002018",NA,NA
,289,PFOS+PFOA,GroundwaterOn-base,"76,0002018",NA,NA
,290,PFBS,GroundwaterOn-base,"3,7002019",NA,NA
,290,PFHpA,GroundwaterOn-base,"2,2002019",NA,NA
,290,PFHxS,GroundwaterOn-base,"34,0002019",NA,NA
,290,PFNA,GroundwaterOn-base,2802019,NA,NA
,290,PFOA,GroundwaterOn-base,"4,1002019",NA,NA
,290,PFOS,GroundwaterOn-base,"67,0002019",NA,NA
,290,PFOS+PFOA,GroundwaterOn-base,"71,1002019",NA,NA
,291,NEtFOSAA,GroundwaterOn-base,342018,NA,NA
,291,NMeFOSAA,GroundwaterOn-base,332018,NA,NA
,291,PFBS,GroundwaterOn-base,"1,4602018",NA,NA
,291,PFDA,GroundwaterOn-base,622018,NA,NA
,291,PFDoA,GroundwaterOn-base,622018,NA,NA
,291,PFHpA,GroundwaterOn-base,"6,9302018",NA,NA
,291,PFHxA,GroundwaterOn-base,4062018,NA,NA
,291,PFHxS,GroundwaterOn-base,"110,0002018",NA,NA
,291,PFNA,GroundwaterOn-base,3102018,NA,NA
,291,PFOA,GroundwaterOn-base,"57,9002018",NA,NA
,291,PFOS,GroundwaterOn-base,"2,0702018",NA,NA
,291,PFOS+PFOA,GroundwaterOn-base,"59,9702018",NA,NA
,291,PFTrDA,GroundwaterOn-base,252018,NA,NA
,291,PFUnA,GroundwaterOn-base,132018,NA,NA
,292,PFBS,GroundwaterOn-base,"9,7002018",NA,NA
,292,PFHpA,GroundwaterOn-base,"7,7002018",NA,NA
,292,PFHxS,GroundwaterOn-base,"68,0002018",NA,NA
,292,PFNA,GroundwaterOn-base,4902018,NA,NA
,292,PFOA,GroundwaterOn-base,"21,0002018",NA,NA
,292,PFOS,GroundwaterOn-base,"380,0002018",NA,NA
,292,PFOS+PFOA,GroundwaterOn-base,"401,0002018",NA,NA
,293,NEtFOSAA,GroundwaterOn-base,5.12019,NA,NA
,293,NMeFOSAA,GroundwaterOn-base,5.12019,NA,NA
,293,PFBS,GroundwaterOn-base,"2,2202019",NA,NA
,293,PFDA,GroundwaterOn-base,5.12019,NA,NA
,293,PFDoA,GroundwaterOn-base,5.12019,NA,NA
,293,PFHpA,GroundwaterOn-base,"2,5502019",NA,NA
,293,PFHxA,GroundwaterOn-base,"14,4002019",NA,NA
,293,PFHxS,GroundwaterOn-base,"5,4302019",NA,NA
,293,PFNA,GroundwaterOn-base,332019,NA,NA
,293,PFOA,GroundwaterOn-base,"6,0002019",NA,NA
,293,PFOS,GroundwaterOn-base,"3,5202019",NA,NA
,293,PFOS+PFOA,GroundwaterOn-base,"16,0402019",NA,NA
,293,PFTeA,GroundwaterOn-base,5.12019,NA,NA
,293,PFTrDA,GroundwaterOn-base,5.12019,NA,NA
,293,PFUnA,GroundwaterOn-base,5.12019,NA,NA
,294,PFBS,GroundwaterOn-base,1302019,NA,NA
,294,PFHpA,GroundwaterOn-base,3602019,NA,NA
,294,PFHxS,GroundwaterOn-base,2202019,NA,NA
,294,PFNA,GroundwaterOn-base,332019,NA,NA
,294,PFOA,GroundwaterOn-base,3402019,NA,NA
,294,PFOS,GroundwaterOn-base,5702019,NA,NA
,294,PFOS+PFOA,GroundwaterOn-base,9102019,NA,NA
,295,PFBA,GroundwaterOn-base,"1,3002018",NA,NA
,295,PFBS,GroundwaterOn-base,"3,8002018",NA,NA
,295,PFDA,GroundwaterOn-base,8.32018,NA,NA
,295,PFHpA,GroundwaterOn-base,"1,6002018",NA,NA
,295,PFHxA,GroundwaterOn-base,"7,8002018",NA,NA
,295,PFHxS,GroundwaterOn-base,"22,0002018",NA,NA
,295,PFNA,GroundwaterOn-base,1202018,NA,NA
,295,PFOA,GroundwaterOn-base,"7,3002018",NA,NA
,295,PFOS,GroundwaterOn-base,"20,0002018",NA,NA
,295,PFOS+PFOA,GroundwaterOn-base,"27,3002018",NA,NA
,295,PFOSA,GroundwaterOn-base,1402018,NA,NA
,295,PFPeA,GroundwaterOn-base,"3,8002018",NA,NA
,296,PFBS,GroundwaterOn-base,"2,1002019",NA,NA
,296,PFHpA,GroundwaterOn-base,7602019,NA,NA
,296,PFHxS,GroundwaterOn-base,"15,0002019",NA,NA
,296,PFNA,GroundwaterOn-base,912019,NA,NA
,296,PFOA,GroundwaterOn-base,"1,7002019",NA,NA
,296,PFOS,GroundwaterOn-base,"13,0002019",NA,NA
,296,PFOS+PFOA,GroundwaterOn-base,"14,3002019",NA,NA
,297,PFBS,GroundwaterOn-base,"2,2002014",NA,NA
,297,PFHpA,GroundwaterOn-base,9402014,NA,NA
,297,PFHxS,GroundwaterOn-base,"17,0002014",NA,NA
,297,PFNA,GroundwaterOn-base,312014,NA,NA
,297,PFOA,GroundwaterOn-base,"1,8002014",NA,NA
,297,PFOS,GroundwaterOn-base,"33,0002014",NA,NA
,297,PFOS+PFOA,GroundwaterOn-base,"34,8002014",NA,NA
,298,PFBS,GroundwaterOn-base,722016,NA,NA
,298,PFHpA,GroundwaterOn-base,902016,NA,NA
,298,PFHxS,GroundwaterOn-base,4752016,NA,NA
,298,PFNA,GroundwaterOn-base,"3,6302016",NA,NA
,298,PFOA,GroundwaterOn-base,3442016,NA,NA
,298,PFOS,GroundwaterOn-base,3412016,NA,NA
,298,PFOS+PFOA,GroundwaterOn-base,6852016,NA,NA
,299,6:2 FTS,GroundwaterOn-base,1862019,NA,NA
,299,8:2 FTS,GroundwaterOn-base,722019,NA,NA
,299,PFBS,GroundwaterOn-base,2572019,NA,NA
,299,PFDA,GroundwaterOn-base,8.52019,NA,NA
,299,PFHpA,GroundwaterOn-base,1142019,NA,NA
,299,PFHxA,GroundwaterOn-base,1722019,NA,NA
,299,PFHxS,GroundwaterOn-base,"1,0602019",NA,NA
,299,PFNA,GroundwaterOn-base,192019,NA,NA
,299,PFOA,GroundwaterOn-base,0.02019,NA,NA
,299,PFOS,GroundwaterOn-base,7102019,NA,NA
,299,PFOS+PFOA,GroundwaterOn-base,7832019,NA,NA
,300,PFOS+PFOA,GroundwaterOn-base,"523,7102018",NA,NA
,300,PFOS,GroundwaterOn-base,"517,0002018",NA,NA
,300,PFOA,GroundwaterOn-base,"62,4002018",NA,NA
,300,PFBS,GroundwaterOn-base,"20,5002018",NA,NA
,301,PFBS,GroundwaterOn-base,"1,0002018",NA,NA
,301,PFOA,GroundwaterOn-base,"5,5002018",NA,NA
,301,PFOS,GroundwaterOn-base,"1,9002018",NA,NA
,301,PFOS+PFOA,GroundwaterOn-base,"5,7302018",NA,NA
,302,PFBS,GroundwaterOn-base,"3,8402018",NA,NA
,302,PFHpA,GroundwaterOn-base,"6,3502018",NA,NA
,302,PFHxS,GroundwaterOn-base,"52,7002018",NA,NA
,302,PFNA,GroundwaterOn-base,5702018,NA,NA
,302,PFOA,GroundwaterOn-base,"18,9002018",NA,NA
,302,PFOS,GroundwaterOn-base,"45,7002018",NA,NA
,302,PFOS+PFOA,GroundwaterOn-base,"64,6002018",NA,NA
,303,PFBS,GroundwaterOn-base,"18,0002019",NA,NA
,303,PFOA,GroundwaterOn-base,"84,0002019",NA,NA
,303,PFOS,GroundwaterOn-base,"38,0002019",NA,NA
,303,PFOS+PFOA,GroundwaterOn-base,"122,0002019",NA,NA
,304,PFBS,GroundwaterOn-base,3102019,NA,NA
,304,PFHpA,GroundwaterOn-base,4302019,NA,NA
,304,PFHxS,GroundwaterOn-base,"2,8002019",NA,NA
,304,PFNA,GroundwaterOn-base,882019,NA,NA
,304,PFOA,GroundwaterOn-base,5502019,NA,NA
,304,PFOS,GroundwaterOn-base,"9,5002019",NA,NA
,304,PFOS+PFOA,GroundwaterOn-base,"9,8902019",NA,NA
,305,PFBS,GroundwaterOn-base,1902019,NA,NA
,305,PFHpA,GroundwaterOn-base,2102019,NA,NA
,305,PFHxS,GroundwaterOn-base,"2,0002019",NA,NA
,305,PFNA,GroundwaterOn-base,252019,NA,NA
,305,PFOA,GroundwaterOn-base,6302019,NA,NA
,305,PFOS,GroundwaterOn-base,"4,3002019",NA,NA
,305,PFOS+PFOA,GroundwaterOn-base,"4,9302019",NA,NA
,306,PFOS,GroundwaterOn-base,5.82018,NA,NA
,306,PFOA,GroundwaterOn-base,142018,NA,NA
,306,PFOS+PFOA,GroundwaterOn-base,202018,NA,NA
,306,PFBS,GroundwaterOn-base,432018,NA,NA
,306,PFHpA,GroundwaterOn-base,5.12018,NA,NA
,306,PFHxS,GroundwaterOn-base,282018,NA,NA
,307,PFBS,GroundwaterOn-base,"49,0002019",NA,NA
,307,PFOA,GroundwaterOn-base,"20,0002019",NA,NA
,307,PFOS,GroundwaterOn-base,"440,0002019",NA,NA
,307,PFOS+PFOA,GroundwaterOn-base,"453,0002019",NA,NA
,308,PFBS,GroundwaterOn-base,272018,NA,NA
,308,PFHpA,GroundwaterOn-base,5.12018,NA,NA
,308,PFHxS,GroundwaterOn-base,1302018,NA,NA
,308,PFNA,GroundwaterOn-base,1.42018,NA,NA
,308,PFOA,GroundwaterOn-base,132018,NA,NA
,308,PFOS,GroundwaterOn-base,962018,NA,NA
,308,PFOS+PFOA,GroundwaterOn-base,1092018,NA,NA
,309,NEtFOSAA,GroundwaterOn-base,162018,NA,NA
,309,NMeFOSAA,GroundwaterOn-base,162018,NA,NA
,309,PFBS,GroundwaterOn-base,762018,NA,NA
,309,PFDA,GroundwaterOn-base,2.02018,NA,NA
,309,PFDoA,GroundwaterOn-base,2.12018,NA,NA
,309,PFHpA,GroundwaterOn-base,2962018,NA,NA
,309,PFHxA,GroundwaterOn-base,2732018,NA,NA
,309,PFHxS,GroundwaterOn-base,5272018,NA,NA
,309,PFNA,GroundwaterOn-base,302018,NA,NA
,309,PFOA,GroundwaterOn-base,2212018,NA,NA
,309,PFOS,GroundwaterOn-base,4352018,NA,NA
,309,PFOS+PFOA,GroundwaterOn-base,6562018,NA,NA
,309,PFTeA,GroundwaterOn-base,1.12018,NA,NA
,309,PFUnA,GroundwaterOn-base,2.12018,NA,NA
,310,PFBS,GroundwaterOn-base,"31,0002018",NA,NA
,310,PFOA,GroundwaterOn-base,"110,0002018",NA,NA
,310,PFOS,GroundwaterOn-base,"1,200,0002018",NA,NA
,310,PFOS+PFOA,GroundwaterOn-base,"1,310,0002018",NA,NA
,311,NEtFOSAA,GroundwaterOn-base,5.62018,NA,NA
,311,NMeFOSAA,GroundwaterOn-base,5.62018,NA,NA
,311,PFBS,GroundwaterOn-base,322018,NA,NA
,311,PFDA,GroundwaterOn-base,5.62018,NA,NA
,311,PFDoA,GroundwaterOn-base,5.62018,NA,NA
,311,PFHpA,GroundwaterOn-base,5.62018,NA,NA
,311,PFHxA,GroundwaterOn-base,672018,NA,NA
,311,PFHxS,GroundwaterOn-base,1072018,NA,NA
,311,PFNA,GroundwaterOn-base,5.62018,NA,NA
,311,PFOA,GroundwaterOn-base,222018,NA,NA
,311,PFOS,GroundwaterOn-base,192018,NA,NA
,311,PFOS+PFOA,GroundwaterOn-base,192018,NA,NA
,311,PFTeA,GroundwaterOn-base,5.62018,NA,NA
,311,PFUnA,GroundwaterOn-base,5.62018,NA,NA
,312,PFBS,GroundwaterOn-base,"1,3002018",NA,NA
,312,PFHpA,GroundwaterOn-base,8202018,NA,NA
,312,PFHxS,GroundwaterOn-base,"11,0002018",NA,NA
,312,PFNA,GroundwaterOn-base,1702018,NA,NA
,312,PFOA,GroundwaterOn-base,"3,3002018",NA,NA
,312,PFOS,GroundwaterOn-base,"10,0002018",NA,NA
,312,PFOS+PFOA,GroundwaterOn-base,"13,3002018",NA,NA
,313,PFBS,GroundwaterOn-base,"18,1002018",NA,NA
,313,PFHpA,GroundwaterOn-base,"3,1702018",NA,NA
,313,PFHxS,GroundwaterOn-base,"171,0002018",NA,NA
,313,PFNA,GroundwaterOn-base,6032018,NA,NA
,313,PFOA,GroundwaterOn-base,"4,4802018",NA,NA
,313,PFOS,GroundwaterOn-base,"152,0002018",NA,NA
,313,PFOS+PFOA,GroundwaterOn-base,"156,4802018",NA,NA
,314,PFBS,GroundwaterOn-base,4302019,NA,NA
,314,PFHpA,GroundwaterOn-base,4002019,NA,NA
,314,PFHxS,GroundwaterOn-base,"11,0002019",NA,NA
,314,PFNA,GroundwaterOn-base,432019,NA,NA
,314,PFOA,GroundwaterOn-base,"24,0002019",NA,NA
,314,PFOS,GroundwaterOn-base,"42,0002019",NA,NA
,314,PFOS+PFOA,GroundwaterOn-base,"42,9702019",NA,NA
,315,PFBS,GroundwaterOn-base,652018,NA,NA
,315,PFHpA,GroundwaterOn-base,1082018,NA,NA
,315,PFHxS,GroundwaterOn-base,9092018,NA,NA
,315,PFNA,GroundwaterOn-base,152018,NA,NA
,315,PFOA,GroundwaterOn-base,"1,1102018",NA,NA
,315,PFOS,GroundwaterOn-base,"2,6802018",NA,NA
,315,PFOS+PFOA,GroundwaterOn-base,"2,8652018",NA,NA
,316,PFBA,GroundwaterOn-base,"10,0002018",NA,NA
,316,PFBS,GroundwaterOn-base,"15,0002018",NA,NA
,316,PFDA,GroundwaterOn-base,152018,NA,NA
,316,PFHpA,GroundwaterOn-base,"3,8002018",NA,NA
,316,PFHxA,GroundwaterOn-base,"110,0002018",NA,NA
,316,PFHxS,GroundwaterOn-base,"140,0002018",NA,NA
,316,PFNA,GroundwaterOn-base,2402018,NA,NA
,316,PFOA,GroundwaterOn-base,"62,0002018",NA,NA
,316,PFOS,GroundwaterOn-base,"120,0002018",NA,NA
,316,PFOS+PFOA,GroundwaterOn-base,"182,0002018",NA,NA
,316,PFOSA,GroundwaterOn-base,5002018,NA,NA
,316,PFPeA,GroundwaterOn-base,"29,0002018",NA,NA
,317,PFBA,GroundwaterOn-base,4622018,NA,NA
,317,PFBS,GroundwaterOn-base,8112018,NA,NA
,317,PFDA,GroundwaterOn-base,2.22018,NA,NA
,317,PFDoA,GroundwaterOn-base,2.32018,NA,NA
,317,PFDS,GroundwaterOn-base,2692018,NA,NA
,317,PFHpA,GroundwaterOn-base,3542018,NA,NA
,317,PFHxA,GroundwaterOn-base,"3,7102018",NA,NA
,317,PFHxS,GroundwaterOn-base,"12,0002018",NA,NA
,317,PFNA,GroundwaterOn-base,262018,NA,NA
,317,PFOA,GroundwaterOn-base,"5,4602018",NA,NA
,317,PFOS,GroundwaterOn-base,"1,8202018",NA,NA
,317,PFOS+PFOA,GroundwaterOn-base,"5,6332018",NA,NA
,317,PFOSA,GroundwaterOn-base,152018,NA,NA
,317,PFPeA,GroundwaterOn-base,"1,4302018",NA,NA
,317,PFTeA,GroundwaterOn-base,2.82018,NA,NA
,317,PFTrDA,GroundwaterOn-base,2.12018,NA,NA
,317,PFUnA,GroundwaterOn-base,2.32018,NA,NA
,318,PFBS,GroundwaterOn-base,"3,4002018",NA,NA
,318,PFHpA,GroundwaterOn-base,"4,7002018",NA,NA
,318,PFHxS,GroundwaterOn-base,"36,0002018",NA,NA
,318,PFNA,GroundwaterOn-base,"2,5002018",NA,NA
,318,PFOA,GroundwaterOn-base,"9,7002018",NA,NA
,318,PFOS,GroundwaterOn-base,"110,0002018",NA,NA
,318,PFOS+PFOA,GroundwaterOn-base,"119,7002018",NA,NA
,319,PFBS,GroundwaterOn-base,3072019,NA,NA
,319,PFHpA,GroundwaterOn-base,7352019,NA,NA
,319,PFHxS,GroundwaterOn-base,"4,0302019",NA,NA
,319,PFNA,GroundwaterOn-base,502019,NA,NA
,319,PFOA,GroundwaterOn-base,5882019,NA,NA
,319,PFOS,GroundwaterOn-base,"1,6802019",NA,NA
,319,PFOS+PFOA,GroundwaterOn-base,"2,2702019",NA,NA
,320,PFBS,GroundwaterOn-base,"4,4702018",NA,NA
,320,PFDA,GroundwaterOn-base,6.32018,NA,NA
,320,PFHpA,GroundwaterOn-base,"4,8202018",NA,NA
,320,PFHxA,GroundwaterOn-base,"25,6002018",NA,NA
,320,PFHxS,GroundwaterOn-base,"46,6002018",NA,NA
,320,PFNA,GroundwaterOn-base,1462018,NA,NA
,320,PFOA,GroundwaterOn-base,"45,8002018",NA,NA
,320,PFOS,GroundwaterOn-base,"14,4002018",NA,NA
,320,PFOS+PFOA,GroundwaterOn-base,"60,2002018",NA,NA
,320,PFTeA,GroundwaterOn-base,1.62018,NA,NA
,320,PFUnA,GroundwaterOn-base,1.22018,NA,NA
,321,PFBS,GroundwaterOn-base,"3,9002019",NA,NA
,321,PFHpA,GroundwaterOn-base,"2,1002019",NA,NA
,321,PFHxS,GroundwaterOn-base,"36,0002019",NA,NA
,321,PFNA,GroundwaterOn-base,652019,NA,NA
,321,PFOA,GroundwaterOn-base,"5,1002019",NA,NA
,321,PFOS,GroundwaterOn-base,"34,0002019",NA,NA
,321,PFOS+PFOA,GroundwaterOn-base,"39,1002019",NA,NA
,322,PFBS,GroundwaterOn-base,"33,0002018",NA,NA
,322,PFOA,GroundwaterOn-base,"29,0002018",NA,NA
,322,PFOS,GroundwaterOn-base,"110,0002018",NA,NA
,322,PFOS+PFOA,GroundwaterOn-base,"139,0002018",NA,NA
,323,PFBS,GroundwaterOn-base,"14,0002017",NA,NA
,323,PFOA,GroundwaterOn-base,"100,0002017",NA,NA
,323,PFOS,GroundwaterOn-base,"300,0002017",NA,NA
,323,PFOS+PFOA,GroundwaterOn-base,"312,0002017",NA,NA
,324,PFBS,GroundwaterOn-base,"18,0002019",NA,NA
,324,PFOA,GroundwaterOn-base,"13,0002019",NA,NA
,324,PFOS,GroundwaterOn-base,"30,0002019",NA,NA
,324,PFOS+PFOA,GroundwaterOn-base,"43,0002019",NA,NA
,325,PFBA,GroundwaterOn-base,"120,0002019",NA,NA
,325,PFBS,GroundwaterOn-base,"230,0002019",NA,NA
,325,PFDA,GroundwaterOn-base,"1,5002019",NA,NA
,325,PFDoA,GroundwaterOn-base,"1,0002019",NA,NA
,325,PFDS,GroundwaterOn-base,"1,5002019",NA,NA
,325,PFHpA,GroundwaterOn-base,"64,0002019",NA,NA
,325,PFHxA,GroundwaterOn-base,"710,0002019",NA,NA
,325,PFHxS,GroundwaterOn-base,"850,0002019",NA,NA
,325,PFNA,GroundwaterOn-base,"8,6002019",NA,NA
,325,PFOA,GroundwaterOn-base,"140,0002019",NA,NA
,325,PFOS,GroundwaterOn-base,"550,0002019",NA,NA
,325,PFOS+PFOA,GroundwaterOn-base,"650,0002019",NA,NA
,325,PFOSA,GroundwaterOn-base,"1,0002019",NA,NA
,325,PFPeA,GroundwaterOn-base,"180,0002019",NA,NA
,325,PFTeA,GroundwaterOn-base,"1,0002019",NA,NA
,325,PFTrDA,GroundwaterOn-base,"1,0002019",NA,NA
,326,PFBS,GroundwaterOn-base,"4,0002019",NA,NA
,326,PFHpA,GroundwaterOn-base,3302019,NA,NA
,326,PFHxS,GroundwaterOn-base,"4,8002019",NA,NA
,326,PFNA,GroundwaterOn-base,712019,NA,NA
,326,PFOA,GroundwaterOn-base,8102019,NA,NA
,326,PFOS,GroundwaterOn-base,"7,8002019",NA,NA
,326,PFOS+PFOA,GroundwaterOn-base,"8,6102019",NA,NA
,327,PFBS,GroundwaterOn-base,2402019,NA,NA
,327,PFHpA,GroundwaterOn-base,782019,NA,NA
,327,PFHxS,GroundwaterOn-base,1602019,NA,NA
,327,PFNA,GroundwaterOn-base,2.92019,NA,NA
,327,PFOA,GroundwaterOn-base,232019,NA,NA
,327,PFOS,GroundwaterOn-base,552019,NA,NA
,327,PFOS+PFOA,GroundwaterOn-base,782019,NA,NA
,328,PFOA,GroundwaterOn-base,1332019,NA,NA
,328,PFOS,GroundwaterOn-base,8522019,NA,NA
,328,PFOS+PFOA,GroundwaterOn-base,9852019,NA,NA
,329,PFOA,NA,NA,2016-2017,1
,329,Total PFAS,NA,NA,2016-2017,1
,330,PFBS,GroundwaterOn-base,7902019,NA,NA
,330,PFHpA,GroundwaterOn-base,3702019,NA,NA
,330,PFHxS,GroundwaterOn-base,"5,4002019",NA,NA
,330,PFNA,GroundwaterOn-base,1402019,NA,NA
,330,PFOA,GroundwaterOn-base,6902019,NA,NA
,330,PFOS,GroundwaterOn-base,"47,0002019",NA,NA
,330,PFOS+PFOA,GroundwaterOn-base,"47,6902019",NA,NA
,331,PFOS,GroundwaterOn-base,"39,0002019",NA,NA
,331,PFOA,GroundwaterOn-base,8412019,NA,NA
,331,PFOS+PFOA,GroundwaterOn-base,"39,8412019",NA,NA
,331,PFBS,GroundwaterOn-base,3572019,NA,NA
,331,PFHpA,GroundwaterOn-base,2942019,NA,NA
,331,PFHxS,GroundwaterOn-base,"8,8202019",NA,NA
,331,PFNA,GroundwaterOn-base,1252019,NA,NA
,332,PFBS,GroundwaterOn-base,"2,8002019",NA,NA
,332,PFHpA,GroundwaterOn-base,3702019,NA,NA
,332,PFHxS,GroundwaterOn-base,"4,1002019",NA,NA
,332,PFNA,GroundwaterOn-base,5.02019,NA,NA
,332,PFOA,GroundwaterOn-base,2602019,NA,NA
,332,PFOS,GroundwaterOn-base,"4,7002019",NA,NA
,332,PFOS+PFOA,GroundwaterOn-base,"4,9602019",NA,NA
,333,PFBS,GroundwaterOn-base,"7,6002018",NA,NA
,333,PFHpA,GroundwaterOn-base,"9,6002018",NA,NA
,333,PFHxS,GroundwaterOn-base,"69,0002018",NA,NA
,333,PFNA,GroundwaterOn-base,6402018,NA,NA
,333,PFOA,GroundwaterOn-base,"4,0002018",NA,NA
,333,PFOS,GroundwaterOn-base,"44,0002018",NA,NA
,333,PFOS+PFOA,GroundwaterOn-base,"47,4002018",NA,NA
,334,PFOS+PFOA,GroundwaterOn-base,"877,0002018",NA,NA
,334,PFOS,GroundwaterOn-base,"870,0002018",NA,NA
,334,PFOA,GroundwaterOn-base,"64,0002018",NA,NA
,334,PFBS,GroundwaterOn-base,"23,0002018",NA,NA
,335,6:2 FTS,GroundwaterOn-base,"71,0002018",NA,NA
,335,8:2 FTS,GroundwaterOn-base,"1,2002018",NA,NA
,335,NEtFOSAA,GroundwaterOn-base,"1,0002018",NA,NA
,335,NMeFOSAA,GroundwaterOn-base,"1,0002018",NA,NA
,335,PFBS,GroundwaterOn-base,"18,0002018",NA,NA
,335,PFDA,GroundwaterOn-base,"1,0002018",NA,NA
,335,PFDoA,GroundwaterOn-base,"1,0002018",NA,NA
,335,PFHpA,GroundwaterOn-base,"12,0002018",NA,NA
,335,PFHxA,GroundwaterOn-base,"62,0002018",NA,NA
,335,PFHxS,GroundwaterOn-base,"190,0002018",NA,NA
,335,PFNA,GroundwaterOn-base,"1,8002018",NA,NA
,335,PFOA,GroundwaterOn-base,"39,0002018",NA,NA
,335,PFOS,GroundwaterOn-base,"290,0002018",NA,NA
,335,PFOS+PFOA,GroundwaterOn-base,"329,0002018",NA,NA
,335,PFTrDA,GroundwaterOn-base,"1,0002018",NA,NA
,336,6:2 FTS,GroundwaterOn-base,"5,8002019",NA,NA
,336,8:2 FTS,GroundwaterOn-base,"11,0002019",NA,NA
,336,NEtFOSAA,GroundwaterOn-base,"1,0002019",NA,NA
,336,NMeFOSAA,GroundwaterOn-base,"1,0002019",NA,NA
,336,PFDA,GroundwaterOn-base,"1,5002019",NA,NA
,336,PFHpA,GroundwaterOn-base,"2,2002019",NA,NA
,336,PFHxA,GroundwaterOn-base,"8,0002019",NA,NA
,336,PFHxS,GroundwaterOn-base,"21,0002019",NA,NA
,336,PFNA,GroundwaterOn-base,"1,8002019",NA,NA
,336,PFOA,GroundwaterOn-base,"8,2002019",NA,NA
,336,PFOS,GroundwaterOn-base,"150,0002019",NA,NA
,336,PFOS+PFOA,GroundwaterOn-base,"158,2002019",NA,NA
,336,PFTrDA,GroundwaterOn-base,"1,0002019",NA,NA
,336,PFUnA,GroundwaterOn-base,"1,0002019",NA,NA
,337,6:2 FTS,GroundwaterOn-base,952017-2020,NA,NA
,337,8:2 FTS,GroundwaterOn-base,502017-2020,NA,NA
,337,PFBS,GroundwaterOn-base,"2,8002017-2020",NA,NA
,337,PFBA,GroundwaterOn-base,"1,6002017-2020",NA,NA
,337,PFDS,GroundwaterOn-base,192017-2020,NA,NA
,337,PFDA,GroundwaterOn-base,132017-2020,NA,NA
,337,PFDoA,GroundwaterOn-base,322017-2020,NA,NA
,337,PFHpA,GroundwaterOn-base,4702017-2020,NA,NA
,337,PFHxS,GroundwaterOn-base,"13,0002017-2020",NA,NA
,337,PFHxA,GroundwaterOn-base,"3,8002017-2020",NA,NA
,337,PFOA,GroundwaterOn-base,"5,8002017-2020",NA,NA
,337,PFNA,GroundwaterOn-base,312017-2020,NA,NA
,337,PFOSA,GroundwaterOn-base,8602017-2020,NA,NA
