pws_id,Chemical,Years tested,Maximum Level (ppt)
NJ0824001,PFOA,2019,2
NJ0824001,Total PFAS,2019,2
NJ0824315,PFOA,2020-2022,3.4
NJ0824315,PFNA,2022,2.3
NJ0824315,Total PFAS,2020-2022,5.8
NJ1001300,PFHxA,2019,1.1
NJ1001300,PFOA,2019,0.5
NJ1001300,Total PFAS,2019,1.6
NJ1001308,PFBS,2019,0.5
NJ1001308,PFHxA,2019,1.1
NJ1001308,PFOS,2019-2021,1.2
NJ1001308,PFOA,2019-2022,2.4
NJ1001308,Total PFAS,2019-2022,4.3
NJ1002300,PFOA,2019,2
NJ1002300,Total PFAS,2019,2
NJ1006320,PFHxS,2019,0.7
NJ1006320,PFHxA,2019,0.7
NJ1006320,PFOS,2019-2021,2.2
NJ1006320,PFOA,2019,1.5
NJ1006320,Total PFAS,2019-2021,4.6
NJ1006357,PFOA,2019-2022,2.7
NJ1006357,Total PFAS,2019-2022,2.7
NJ1008306,PFOS,2022,2.3
NJ1008306,PFOA,2022,2.6
NJ1008306,Total PFAS,2022,4.9
NJ1011001,PFHxA,2019-2022,4.1
NJ1011001,PFOS,2019-2022,2.5
NJ1011001,PFOA,2019-2022,2.9
NJ1011001,PFHpA,2019-2022,2.6
NJ1011001,Total PFAS,2019-2022,9.6
NJ1013001,PFOS,2019-2021,2.8
NJ1013001,PFOA,2019-2021,2.6
NJ1013001,Total PFAS,2019-2021,5.4
NJ1016317,PFHxA,2019,1.2
NJ1016317,PFOS,2019,0.7
NJ1016317,PFOA,2019-2022,3.7
NJ1016317,Total PFAS,2019-2022,3.8
NJ1017001,PFOS,2020-2022,2.4
NJ1017001,PFOA,2020-2022,3.8
NJ1017001,PFNA,2022,1.1
NJ1017001,Total PFAS,2020-2022,5.9
NJ1019003,PFBS,2019,0.9
NJ1019003,PFHxS,2019,0.8
NJ1019003,PFHxA,2019,0.5
NJ1019003,PFOS,2019-2022,3.2
NJ1019003,PFOA,2019-2022,2.3
NJ1019003,Total PFAS,2019-2022,6.8
NJ1019309,PFOA,2019,3
NJ1019309,Total PFAS,2019,3
NJ1019344,PFOA,2019-2021,2.6
NJ1019344,Total PFAS,2019-2021,2.6
NJ1021308,PFBS,2019,0.6
NJ1021308,PFHxS,2019,2.2
NJ1021308,PFHxA,2019,1.6
NJ1021308,PFOS,2019,1.5
NJ1021308,PFOA,2019-2022,3
NJ1021308,PFHpA,2019,0.7
NJ1021308,Total PFAS,2019-2022,7.7
NJ1021409,PFBS,2019,0.6
NJ1021409,PFHxS,2019,0.9
NJ1021409,PFHxA,2019,1.5
NJ1021409,PFOS,2019,1.4
NJ1021409,PFOA,2019-2022,3.3
NJ1021409,PFHpA,2019,0.9
NJ1021409,Total PFAS,2019-2022,8.7
NJ1021424,PFHxA,2019,0.6
NJ1021424,PFOA,2019,1.1
NJ1021424,Total PFAS,2019,1.7
NJ1022305,PFHxA,2019,0.5
NJ1022305,PFOA,2019,0.7
NJ1022305,Total PFAS,2019,1.2
NJ1022363,PFOS,2019-2022,3.3
NJ1022363,PFOA,2019-2022,2.6
NJ1022363,Total PFAS,2019-2022,5.9
NJ1022366,PFOA,2019,0.9
NJ1022366,Total PFAS,2019,0.9
NJ1022374,PFOS,2020,3.2
NJ1022374,PFOA,2020,3.3
NJ1022374,Total PFAS,2020,6.5
NJ1022382,PFOA,2022,2.6
NJ1022382,Total PFAS,2022,2.6
NJ1025001,PFHxA,2019,0.8
NJ1025001,PFOS,2019,1.6
NJ1025001,PFOA,2019-2022,2.2
NJ1025001,PFHpA,2019,0.5
NJ1025001,Total PFAS,2019-2022,5
NJ1025313,PFOS,2019-2021,3
NJ1025313,PFOA,2019-2022,2.7
NJ1025313,Total PFAS,2019-2022,5.7
NJ1025331,PFOS,2022,0.6
NJ1025331,PFOA,2022,1.6
NJ1025331,Total PFAS,2022,2.2
NJ1026320,PFOA,2022,2.2
NJ1026320,Total PFAS,2022,2.2
NJ1106001,PFOS,2019,2.2
NJ1106001,PFOA,2019-2021,3.2
NJ1106001,Total PFAS,2019-2021,5.4
NJ1106317,PFNA,2019-2020,21
NJ1106317,Total PFAS,2019-2020,21
NJ1106337,PFHxA,2019,0.5
NJ1106337,Total PFAS,2019,0.5
NJ1106394,PFOS,2019,2
NJ1106394,PFOA,2019,2.2
NJ1106394,Total PFAS,2019,4.2
NJ1111001,PFOS,2020-2022,3.2
NJ1111001,PFOA,2020-2022,2.7
NJ1111001,Total PFAS,2020-2022,5.9
NJ1113301,PFBS,2019,3.1
NJ1113301,PFHxS,2019,3
NJ1113301,PFHxA,2019,4.7
NJ1113301,PFOA,2019-2021,2.9
NJ1113301,Total PFAS,2019-2021,11
NJ1309302,PFOA,2019,1.5
NJ1309302,Total PFAS,2019,1.5
NJ1309307,PFOA,2019,1.7
NJ1309307,Total PFAS,2019,1.7
NJ1309412,PFOA,2019,1.6
NJ1309412,Total PFAS,2019,1.6
NJ1309416,PFOS,2019,2.3
NJ1309416,PFOA,2019,3.6
NJ1309416,PFNA,2019,2.9
NJ1309416,Total PFAS,2019,8.8
NJ1316367,PFOA,2021,1.9
NJ1316367,Total PFAS,2021,1.9
NJ1319009,PFOS,2019,0.9
NJ1319009,PFOA,2021,1.7
NJ1319009,PFNA,2019,0.9
NJ1319009,Total PFAS,2019-2021,1.7
NJ1319010,PFOS,2019,0.6
NJ1319010,Total PFAS,2019,0.6
NJ1319386,PFHxS,2019,2.4
NJ1319386,Total PFAS,2019,2.4
NJ1319402,PFOS,2021,3.5
NJ1319402,PFNA,2021,2.4
NJ1319402,Total PFAS,2021,5.9
NJ1319495,PFOS,2020,0.9
NJ1319495,PFOA,2019-2020,1.6
NJ1319495,PFNA,2020,0.8
NJ1319495,Total PFAS,2019-2020,3.3
NJ1319497,PFOA,2019,2.2
NJ1319497,Total PFAS,2019,2.2
NJ1321001,PFOA,2022,2.1
NJ1321001,Total PFAS,2022,2.1
NJ1332352,PFOA,2020-2021,1.7
NJ1332352,Total PFAS,2020-2021,1.7
NJ1332373,PFOS,2020,0.7
NJ1332373,Total PFAS,2020,0.7
NJ1332377,PFOS,2020,0.6
NJ1332377,Total PFAS,2020,0.6
NJ1344001,PFOA,2019,1.5
NJ1344001,Total PFAS,2019,1.5
NJ1352319,PFOA,2019,1.6
NJ1352319,Total PFAS,2019,1.6
NJ1352342,PFOA,2019,1.8
NJ1352342,Total PFAS,2019,1.8
NJ1402308,PFOA,2019,2.7
NJ1402308,Total PFAS,2019,2.7
NJ1410307,PFBS,2019-2022,2.8
NJ1410307,PFHxS,2019-2022,6.6
NJ1410307,PFHxA,2019-2022,2.5
NJ1410307,PFOA,2019-2022,3.7
NJ1410307,Total PFAS,2019-2022,15
NJ1414013,PFOS,2019,2.1
NJ1414013,PFOA,2019,2.3
NJ1414013,Total PFAS,2019,4.4
NJ1414401,PFHxA,2019,2.7
NJ1414401,PFOA,2019,2.2
NJ1414401,PFNA,2019-2021,4.4
NJ1414401,Total PFAS,2019-2021,9.3
NJ1415306,PFOA,2019-2022,2.1
NJ1415306,Total PFAS,2019-2022,2.1
NJ1422001,PFOA,2019-2022,3.9
NJ1422001,Total PFAS,2019-2022,3.9
NJ1427342,PFOS,2019-2022,3.6
NJ1427342,PFOA,2019-2022,3
NJ1427342,Total PFAS,2019-2022,6.7
NJ1427373,PFOA,2019-2021,3.1
NJ1427373,Total PFAS,2019-2021,3.1
NJ1433001,PFOA,2019,2.5
NJ1433001,Total PFAS,2019,2.5
NJ1436362,PFOA,2022,2.1
NJ1436362,Total PFAS,2022,2.1
NJ1436365,PFOS,2019,0.6
NJ1436365,Total PFAS,2019,0.6
NJ1436376,PFOS,2019-2022,3.5
NJ1436376,PFOA,2019-2022,3.6
NJ1436376,Total PFAS,2019-2022,7.1
NJ1438325,PFOA,2021-2022,2.7
NJ1438325,Total PFAS,2021-2022,2.7
NJ1504001,PFOA,2020,2.4
NJ1504001,Total PFAS,2020,2.4
NJ1505002,PFOA,2020,1.6
NJ1505002,Total PFAS,2020,1.6
NJ1505375,PFOS,2019,0.6
NJ1505375,Total PFAS,2019,0.6
NJ1508304,PFOA,2021,2.3
NJ1508304,Total PFAS,2021,2.3
NJ1511016,PFOA,2022,2.8
NJ1511016,Total PFAS,2022,2.8
NJ1511337,PFOA,2019,1.5
NJ1511337,PFNA,2020,0.9
NJ1511337,Total PFAS,2019-2020,1.5
NJ1511424,PFOS,2019,1.4
NJ1511424,PFOA,2019-2020,2.5
NJ1511424,PFNA,2019-2020,1.7
NJ1511424,Total PFAS,2019-2020,5.5
NJ1512386,PFOS,2020,0.6
NJ1512386,Total PFAS,2020,0.6
NJ1514358,PFOA,2021,3.2
NJ1514358,PFNA,2021,2.3
NJ1514358,Total PFAS,2021,5.5
NJ1514362,PFOA,2022,4
NJ1514362,Total PFAS,2022,4
NJ1516001,PFOS,2020,0.6
NJ1516001,Total PFAS,2020,0.6
NJ1518328,PFHxS,2019-2021,3.6
NJ1518328,Total PFAS,2019-2021,3.6
NJ1520001,PFOS,2020,0.6
NJ1520001,Total PFAS,2020,0.6
NJ1520316,PFOS,2019,1
NJ1520316,PFOA,2019,2.4
NJ1520316,PFNA,2019,1.3
NJ1520316,Total PFAS,2019,4.7
NJ1523328,PFOA,2022,2.8
NJ1523328,Total PFAS,2022,2.8
NJ1530005,PFOS,2020,0.8
NJ1530005,PFOA,2019-2021,2.4
NJ1530005,Total PFAS,2019-2021,3.2
NJ1611302,PFHxA,2019-2022,5.6
NJ1611302,PFOS,2019-2022,3.6
NJ1611302,PFOA,2019-2022,3.8
NJ1611302,Total PFAS,2019-2022,12
NJ1615001,PFOA,2019-2020,2.9
NJ1615001,Total PFAS,2019-2020,2.9
NJ1615006,PFOS,2021,2.1
NJ1615006,PFOA,2019-2022,3
NJ1615006,Total PFAS,2019-2022,4.3
NJ1615009,PFBS,2019-2020,2
NJ1615009,PFHxA,2019-2020,2.5
NJ1615009,PFOA,2019-2022,3.2
NJ1615009,Total PFAS,2019-2022,7.7
NJ1615012,PFOA,2019,3.7
NJ1615012,Total PFAS,2019,3.7
NJ1615022,PFHxA,2019,2.1
NJ1615022,Total PFAS,2019,2.1
NJ1615307,PFHxA,2020,2.7
NJ1615307,PFOS,2019-2020,2.7
NJ1615307,PFOA,2019-2020,3.5
NJ1615307,Total PFAS,2019-2020,8.8
NJ1615330,PFOS,2019,2.1
NJ1615330,Total PFAS,2019,2.1
NJ1615337,PFOS,2021,0.6
NJ1615337,PFOA,2021,1.1
NJ1615337,Total PFAS,2021,1.7
NJ1615354,PFOA,2022,2.2
NJ1615354,Total PFAS,2022,2.2
NJ1615378,PFHxA,2020-2022,2
NJ1615378,PFOS,2020,2.7
NJ1615378,PFOA,2019-2022,3.6
NJ1615378,Total PFAS,2019-2022,7.5
NJ1615391,PFHxA,2022,2
NJ1615391,PFOS,2022,2.2
NJ1615391,PFOA,2022,3.3
NJ1615391,Total PFAS,2022,7.6
NJ1615427,PFOA,2019-2020,4
NJ1615427,Total PFAS,2019-2020,4
NJ1701301,PFOS,2019,0.8
NJ1701301,PFOA,2019,1.4
NJ1701301,PFNA,2019,0.8
NJ1701301,Total PFAS,2019,3
NJ1704306,PFOS,2022,1.9
NJ1704306,Total PFAS,2022,1.9
NJ1704317,PFOS,2022,2.9
NJ1704317,Total PFAS,2022,2.9
NJ1705306,PFHxA,2019-2021,5.5
NJ1705306,PFOA,2019-2021,2.7
NJ1705306,PFHpA,2021,2.2
NJ1705306,Total PFAS,2019-2021,9.6
NJ1707001,PFHxA,2019,2.7
NJ1707001,Total PFAS,2019,2.7
NJ1708300,PFOA,2021-2022,3
NJ1708300,PFNA,2019-2020,7.6
NJ1708300,Total PFAS,2019-2022,7.6
NJ1709320,PFHxS,2019,0.5
NJ1709320,PFHxA,2019,4.8
NJ1709320,PFHpA,2019,0.5
NJ1709320,Total PFAS,2019,5.4
NJ1709328,PFOA,2019-2022,2.7
NJ1709328,Total PFAS,2019-2022,2.7
NJ1710006,PFOA,2020-2022,3.5
NJ1710006,Total PFAS,2020-2022,3.5
NJ1710304,PFHxA,2019,0.5
NJ1710304,PFOA,2021,3.3
NJ1710304,Total PFAS,2019-2021,3.3
NJ1801308,PFBS,2019-2020,4.9
NJ1801308,PFHxA,2019-2022,2.8
NJ1801308,PFOA,2019-2022,3.6
NJ1801308,Total PFAS,2019-2022,11
NJ1810309,PFOA,2019-2022,3.2
NJ1810309,Total PFAS,2019-2022,3.2
NJ1820311,PFOA,2020,3.6
NJ1820311,Total PFAS,2020,3.6
NJ1902007,PFOS,2020,1.7
NJ1902007,Total PFAS,2020,1.7
NJ1902008,PFOS,2019-2022,3.6
NJ1902008,PFOA,2019-2022,2.4
NJ1902008,Total PFAS,2019-2022,6
NJ1902346,PFOS,2019-2021,2.7
NJ1902346,PFOA,2019-2021,2.5
NJ1902346,Total PFAS,2019-2021,2.8
NJ1902353,PFBS,2020-2022,3.1
NJ1902353,PFOA,2022,2.6
NJ1902353,Total PFAS,2020-2022,5.1
NJ1902361,PFBS,2019,2.2
NJ1902361,PFOS,2019-2021,2.1
NJ1902361,PFOA,2021,1.6
NJ1902361,Total PFAS,2019-2021,4.3
NJ1902366,PFOS,2019,3.8
NJ1902366,PFOA,2019,2.2
NJ1902366,Total PFAS,2019,4.5
NJ1904003,PFOS,2019-2022,2.8
NJ1904003,Total PFAS,2019-2022,2.8
NJ1904353,PFBS,2019-2022,2.7
NJ1904353,PFOS,2019-2022,2.4
NJ1904353,PFOA,2021-2022,2.3
NJ1904353,Total PFAS,2019-2022,6.9
NJ1904357,PFOS,2019-2022,2.8
NJ1904357,PFOA,2019-2022,2.5
NJ1904357,Total PFAS,2019-2022,4.8
NJ1904364,PFOS,2019-2022,3.2
NJ1904364,PFOA,2019-2022,3.9
NJ1904364,Total PFAS,2019-2022,7.1
NJ1906309,PFOA,2021,2.1
NJ1906309,Total PFAS,2021,2.1
NJ1908001,PFOA,2020-2022,2.6
NJ1908001,Total PFAS,2020-2022,2.6
NJ1908308,PFOS,2019-2022,3.1
NJ1908308,Total PFAS,2019-2022,3.1
NJ1910003,PFHxA,2022,2.8
NJ1910003,PFOA,2019-2022,3.5
NJ1910003,Total PFAS,2019-2022,6.3
NJ1910302,PFOA,2019,2.6
NJ1910302,Total PFAS,2019,2.6
NJ1910339,PFHxA,2022,2.4
NJ1910339,PFOA,2022,2.6
NJ1910339,Total PFAS,2022,5
NJ1910340,PFHxA,2019,2.6
NJ1910340,PFOS,2021,1.4
NJ1910340,PFOA,2019-2022,3.2
NJ1910340,Total PFAS,2019-2022,5.5
NJ1910344,PFOA,2019-2022,3.4
NJ1910344,Total PFAS,2019-2022,3.4
NJ1911347,PFHxA,2019,0.7
NJ1911347,Total PFAS,2019,0.7
NJ1911348,PFBS,2019,1.1
NJ1911348,PFOS,2019,0.5
NJ1911348,PFOA,2019-2022,3
NJ1911348,Total PFAS,2019-2022,3
NJ1911354,PFHxA,2022,2.8
NJ1911354,Total PFAS,2022,2.8
NJ1914300,PFHxS,2019,0.6
NJ1914300,PFOS,2019,0.5
NJ1914300,Total PFAS,2019,1.2
NJ1914302,PFHxA,2022,3.1
NJ1914302,Total PFAS,2022,3.1
NJ1918310,PFOS,2021,2
NJ1918310,PFOA,2021-2022,3.4
NJ1918310,Total PFAS,2021-2022,5.4
NJ1922004,PFOS,2020-2022,2.6
NJ1922004,PFOA,2020-2022,2.9
NJ1922004,PFHpA,2021,2.8
NJ1922004,Total PFAS,2020-2022,5.5
NJ1922013,PFOA,2019-2021,2.9
NJ1922013,PFHpA,2021,2.4
NJ1922013,Total PFAS,2019-2021,4.6
NJ1922021,PFOS,2020-2021,1.9
NJ1922021,PFOA,2019-2021,2.6
NJ1922021,PFHpA,2021,2.7
NJ1922021,Total PFAS,2019-2021,4.7
NJ1922371,PFHxA,2019-2022,3.3
NJ1922371,PFOA,2019-2021,2.8
NJ1922371,PFHpA,2021,3.6
NJ1922371,Total PFAS,2019-2022,9.7
NJ1924006,PFOA,2019,2.6
NJ1924006,Total PFAS,2019,2.6
NJ1924316,PFOA,2019,2.1
NJ1924316,Total PFAS,2019,2.1
NJ2101001,PFHxS,2019,5.3
NJ2101001,PFOA,2019,1.7
NJ2101001,Total PFAS,2019,5.3
NJ2101314,PFOS,2022,2.3
NJ2101314,Total PFAS,2022,2.3
NJ2102001,PFBS,2019-2022,3.3
NJ2102001,PFHxS,2019-2022,2.3
NJ2102001,PFHxA,2019-2022,2.5
NJ2102001,PFOS,2019-2022,3.5
NJ2102001,PFOA,2019-2022,3.8
NJ2102001,Total PFAS,2019-2022,14
NJ2103002,PFBS,2019,2.3
NJ2103002,PFHxS,2019,0.9
NJ2103002,PFHxA,2019,2.4
NJ2103002,PFOS,2019,0.7
NJ2103002,PFOA,2019,2.8
NJ2103002,PFHpA,2019,1.2
NJ2103002,Total PFAS,2019,10
NJ2104334,PFHxA,2020-2022,6.9
NJ2104334,PFOS,2019-2020,3.1
NJ2104334,PFOA,2019-2020,3.9
NJ2104334,PFHpA,2020-2022,4.6
NJ2104334,Total PFAS,2019-2022,15
NJ2105320,PFOA,2019-2022,2.7
NJ2105320,Total PFAS,2019-2022,2.7
NJ2108001,PFOS,2020-2022,3.1
NJ2108001,PFOA,2020-2022,3.1
NJ2108001,Total PFAS,2020-2022,6.1
NJ2110304,PFOS,2019,0.6
NJ2110304,Total PFAS,2019,0.6
NJ2111300,PFOA,2019-2020,2.8
NJ2111300,Total PFAS,2019-2020,2.8
NJ2113303,PFOA,2019,2
NJ2113303,Total PFAS,2019,2
NJ2116304,PFBS,2019,0.5
NJ2116304,PFHxA,2019,1.3
NJ2116304,PFOS,2019,0.9
NJ2116304,PFOA,2019-2022,2.2
NJ2116304,PFHpA,2019,0.6
NJ2116304,Total PFAS,2019-2022,5.1
NJ2116305,PFHxA,2019,0.8
NJ2116305,Total PFAS,2019,0.8
NJ2116323,PFOS,2022,3.7
NJ2116323,Total PFAS,2022,3.7
NJ2116342,PFOA,2020,2.2
NJ2116342,Total PFAS,2020,2.2
NJ2119001,PFOS,2020,2.3
NJ2119001,PFOA,2020-2021,2.6
NJ2119001,Total PFAS,2020-2021,4.9
NJ2119303,PFOS,2019-2020,2.3
NJ2119303,PFOA,2019-2022,3.2
NJ2119303,Total PFAS,2019-2022,5.4
NJ2120002,PFOA,2019,2.1
NJ2120002,Total PFAS,2019,2.1
NJ2122326,PFBS,2019,0.7
NJ2122326,PFHxS,2019,1
NJ2122326,PFHxA,2019,1
NJ2122326,PFOS,2019,2.5
NJ2122326,PFOA,2019,1.5
NJ2122326,PFHpA,2019,0.5
NJ2122326,Total PFAS,2019,6.4
NJ2123003,PFOA,2021-2022,3.4
NJ2123003,Total PFAS,2021-2022,3.4
NN0403003,6:2 FTSA,2023,5.1
NN0403003,Total PFAS,2023,5.1
NV0001112,PFBA,2023,6.3
NV0001112,Total PFAS,2023,6.3
NV0001127,PFBA,2023,6.2
NV0001127,Total PFAS,2023,6.2
NY0100201,PFBA,2023,5.1
NY0100201,Total PFAS,2023,5.1
NY0200327,PFBA,2023,5.2
NY0200327,Total PFAS,2023,5.2
NY0301668,PFBA,2023,5.9
NY0301668,PFHxA,2023,4.8
NY0301668,PFPeA,2023,9.4
NY0301668,Total PFAS,2023,20
NY0900217,PFHpA,2023,3.1
NY0900217,Total PFAS,2023,3.1
NY1000238,PFOA,2017,2.3
NY1000238,Total PFAS,2017,2.3
NY1101755,PFNA,2023,6.7
NY1101755,Total PFAS,2023,6.7
NY1302760,PFOA,2017,2
NY1302760,Total PFAS,2017,2
NY1302765,PFOS,2017,2.5
NY1302765,PFOA,2017,2
NY1302765,Total PFAS,2017,4.5
NY1330275,PFOS,2016,3.7
NY1330275,PFOA,2016,2.2
NY1330275,Total PFAS,2016,5.9
NY1400433,PFBA,2023,6.7
NY1400433,Total PFAS,2023,6.7
NY1500293,PFBA,2023,5.5
NY1500293,Total PFAS,2023,5.5
NY1800544,6:2 FTSA,2023,70
NY1800544,Total PFAS,2023,70
NY1900026,PFBA,2023,7.5
NY1900026,Total PFAS,2023,7.5
NY2221206,PFBS,2018-2023,13
NY2221206,PFHxS,2018,2.7
NY2221206,PFOS,2018,2.3
NY2221206,Total PFAS,2018-2023,13
NY2902831,PFBA,2023,67
NY2902831,PFHxA,2023,18
NY2902831,PFOA,2019,2.9
NY2902831,PFPeA,2023,37
NY2902831,PFHpA,2019-2023,4.6
NY2902831,6:2 FTSA,2023,9.9
NY2902831,Total PFAS,2019-2023,116
NY2902833,PFOA,2019,2.9
NY2902833,Total PFAS,2019,2.9
NY2902837,PFOA,2019,1.4
NY2902837,Total PFAS,2019,1.4
NY3100573,PFBA,2023,8.6
NY3100573,Total PFAS,2023,8.6
NY3304336,PFBA,2023,5.6
NY3304336,Total PFAS,2023,5.6
NY3630023,PFBA,2023,19
NY3630023,Total PFAS,2023,19
NY4500168,PFBA,2023,8
NY4500168,PFPeA,2023,3
NY4500168,Total PFAS,2023,10
NY4500175,PFBA,2023,5.8
NY4500175,Total PFAS,2023,5.8
NY5001209,PFBS,2023,5.1
NY5001209,Total PFAS,2023,5.1
NY5103271,PFPeA,2023,3.3
NY5103271,Total PFAS,2023,3.3
NY5700119,PFBA,2023,5.6
NY5700119,Total PFAS,2023,5.6
NY6101263,PFBA,2023,6.7
NY6101263,Total PFAS,2023,6.7
OH0701412,PFBS,2020-2021,7.1
OH0701412,Total PFAS,2020-2021,7.1
OH0701612,PFBS,2020-2021,9.1
OH0701612,PFHxS,2020-2021,11
OH0701612,Total PFAS,2020-2021,20
OH0900303,PFBS,2023,3.5
OH0900303,PFHxS,2023,4.7
OH0900303,Total PFAS,2023,8.2
OH0900715,PFBA,2023,5.7
OH0900715,PFHxA,2023,3
OH0900715,PFPeA,2023,4.3
OH0900715,HFPO-DA,2023,5.7
OH0900715,Total PFAS,2023,19
OH0902312,PFBS,2020,8.7
OH0902312,Total PFAS,2020,8.7
OH1203312,PFBS,2020-2023,8
OH1203312,Total PFAS,2020-2023,8
OH1400111,PFBA,2023,9.5
OH1400111,Total PFAS,2023,9.5
OH1544712,PFNA,2020,7.3
OH1544712,Total PFAS,2020,7.3
OH1900912,PFHxS,2020,5.7
OH1900912,Total PFAS,2020,5.7
OH2000111,PFBA,2023,5.1
OH2000111,PFHxA,2023,3.7
OH2000111,PFPeA,2023,5.3
OH2000111,Total PFAS,2023,14
OH2503411,PFBS,2020,5
OH2503411,Total PFAS,2020,5
OH2549412,PFNA,2020,5.6
OH2549412,Total PFAS,2020,5.6
OH2600111,PFNA,2020,9.3
OH2600111,Total PFAS,2020,9.3
OH2600311,PFBA,2023,6.6
OH2600311,Total PFAS,2023,6.6
OH2804112,PFBS,2020,7
OH2804112,Total PFAS,2020,7
OH2830412,PFBS,2020,6.3
OH2830412,Total PFAS,2020,6.3
OH2833412,PFBS,2020,4.9
OH2833412,PFHxS,2020,8.8
OH2833412,Total PFAS,2020,14
OH2848512,PFHxS,2020,6.3
OH2848512,Total PFAS,2020,6.3
OH2853412,PFHxS,2020,7
OH2853412,Total PFAS,2020,7
OH2854312,PFHxS,2020-2021,20
OH2854312,Total PFAS,2020-2021,20
OH2856712,PFHxS,2020,5.8
OH2856712,Total PFAS,2020,5.8
OH2860212,PFHxS,2020-2021,21
OH2860212,Total PFAS,2020-2021,21
OH2868712,PFHxS,2020,10
OH2868712,Total PFAS,2020,10
OH2872212,PFBS,2020,6.2
OH2872212,PFHxS,2020,19
OH2872212,Total PFAS,2020,25
OH2873912,PFBS,2020,5.5
OH2873912,Total PFAS,2020,5.5
OH3901111,PFBA,2023,10
OH3901111,Total PFAS,2023,10
OH3946712,PFBA,2023,16
OH3946712,Total PFAS,2023,16
OH4000111,PFBA,2023,9.3
OH4000111,Total PFAS,2023,9.3
OH4103112,PFBS,2020,9.2
OH4103112,Total PFAS,2020,9.2
OH4502314,PFBA,2023,23
OH4502314,Total PFAS,2023,23
OH4700911,PFBS,2023,3
OH4700911,PFBA,2023,8.2
OH4700911,PFHxA,2023,5
OH4700911,PFPeA,2023,5.3
OH4700911,Total PFAS,2023,19
OH4701803,PFBA,2023,5.2
OH4701803,Total PFAS,2023,5.2
OH4800112,PFHxS,2020,6.5
OH4800112,Total PFAS,2020,6.5
OH4800911,PFHxA,2023,3.1
OH4800911,Total PFAS,2023,3.1
OH4801612,PFBA,2023,11
OH4801612,Total PFAS,2023,11
OH5100312,PFBS,2020,9.1
OH5100312,Total PFAS,2020,9.1
OH5300312,PFBS,2020-2021,11
OH5300312,PFHxS,2020,7.3
OH5300312,Total PFAS,2020-2021,18
OH5300512,PFBS,2020,6.6
OH5300512,Total PFAS,2020,6.6
OH5702403,PFBS,2023,3.2
OH5702403,Total PFAS,2023,3.2
OH5703012,PFBA,2023,6.2
OH5703012,PFHxA,2023,3.8
OH5703012,PFPeA,2023,6.9
OH5703012,Total PFAS,2023,17
OH6000412,PFBS,2020-2023,6.5
OH6000412,Total PFAS,2020-2023,6.5
OH6002712,PFBS,2023,3.1
OH6002712,6:2 FTSA,2023,20
OH6002712,Total PFAS,2023,20
OH6205011,PFBA,2023,7.3
OH6205011,PFHxA,2023,4.8
OH6205011,Total PFAS,2023,12
OH6300411,PFBA,2023,5.2
OH6300411,Total PFAS,2023,5.2
OH6703211,PFBA,2023,7.1
OH6703211,Total PFAS,2023,7.1
OH7001412,PFBS,2020-2021,14
OH7001412,Total PFAS,2020-2021,14
OH7002112,PFHxS,2020-2021,11
OH7002112,Total PFAS,2020-2021,11
OH7004511,PFBA,2023,8.1
OH7004511,Total PFAS,2023,8.1
OH7005812,PFHxS,2020,5.1
OH7005812,Total PFAS,2020,5.1
OH7005912,PFHxS,2020-2021,34
OH7005912,Total PFAS,2020-2021,34
OH7100112,PFBS,2023,3
OH7100112,Total PFAS,2023,3
OH7604512,PFHxA,2023,3.1
OH7604512,PFPeA,2023,3
OH7604512,Total PFAS,2023,6.1
OH7700036,PFBS,2020,18
OH7700036,PFHxS,2020,39
OH7700036,Total PFAS,2020,57
OH7701212,PFBS,2020,5.1
OH7701212,Total PFAS,2020,5.1
OH7801415,PFBA,2023,5.5
OH7801415,Total PFAS,2023,5.5
OH7802311,PFBS,2020-2021,185
OH7802311,Total PFAS,2020-2021,185
OH7901212,PFHxS,2020-2021,6.7
OH7901212,Total PFAS,2020-2021,6.7
OH7949712,PFBS,2020,5.1
OH7949712,Total PFAS,2020,5.1
OH8300012,PFBS,2020-2021,17
OH8300012,Total PFAS,2020-2021,17
OH8301112,PFBS,2020-2021,21
OH8301112,Total PFAS,2020-2021,21
OH8401112,PFBS,2023,3.6
OH8401112,Total PFAS,2023,3.6
OH8534612,PFHxS,2020,5.1
OH8534612,Total PFAS,2020,5.1
OH8547712,PFHxS,2020-2021,7
OH8547712,Total PFAS,2020-2021,7
OH8704103,PFHxA,2023,3
OH8704103,PFPeA,2023,3.2
OH8704103,Total PFAS,2023,6.2
OH8704203,PFHxA,2023,3.1
OH8704203,Total PFAS,2023,3.1
OK1010809,PFBA,2023,5.8
OK1010809,PFPeA,2023,3.2
OK1010809,Total PFAS,2023,9
OK1011401,PFBA,2023,9.5
OK1011401,PFHxS,2023,3
OK1011401,Total PFAS,2023,13
OK1011502,PFBA,2023,6.3
OK1011502,Total PFAS,2023,6.3
OK1020101,PFBA,2023,5.5
OK1020101,Total PFAS,2023,5.5
OK1020504,PFBA,2023,7.9
OK1020504,PFPeA,2023,3.2
OK1020504,Total PFAS,2023,11
OK1020514,PFBA,2023,8.5
OK1020514,Total PFAS,2023,8.5
OK1020529,PFBA,2023,6.4
OK1020529,PFPeA,2023,3
OK1020529,Total PFAS,2023,6.4
OK1020801,PFBA,2023,6.1
OK1020801,Total PFAS,2023,6.1
